frame,hip_height,hip_y_velocity,hip_x_velocity,hip_vertical_acceleration,hip_horizontal_acceleration,com_x,com_y,com_x_velocity,com_y_velocity,com_acceleration,left_knee_angle,right_knee_angle,left_hip_angle,right_hip_angle,left_ankle_angle,right_ankle_angle,torso_angle,torso_angle_velocity,knee_coordination,hip_coordination,ankle_coordination,knee_extension_power,hip_extension_power,ankle_power,left_knee_velocity,right_knee_velocity,vertical_momentum,sit_to_stand_power,trunk_flexion_velocity,forward_momentum,forward_acceleration,ankle_distance,heel_distance,toe_distance,base_of_support_width,base_of_support_length,lheel_y_velocity,rheel_y_velocity,lheel_x_velocity,rheel_x_velocity,step_asymmetry,stride_asymmetry,time_since_last_step,step_frequency,step_timing_variability,stride_length_variation,shoulder_angle,shoulder_rotation_velocity,hip_rotation,hip_rotation_velocity,axial_dissociation,axial_dissociation_velocity,head_yaw,head_yaw_velocity,torso_twist,torso_twist_velocity,direction_change_magnitude,turn_preparation_score,mediolateral_sway,anteroposterior_sway,weight_shift_x,weight_shift_y,stability_margin,body_sway,postural_control,movement_complexity,kinetic_energy,potential_energy,total_mechanical_energy,rotational_energy,concentric_power,eccentric_power,total_body_momentum,task_progression,progression_velocity,sit_to_stand_likelihood,walk_from_likelihood,turn_first_likelihood,walk_to_likelihood,turn_second_likelihood,stand_to_sit_likelihood,hip_y_velocity_smooth_5,turn_score_smooth_5,movement_complexity_smooth_5,hip_height_std_5,forward_momentum_std_5,rotation_variation_5,hip_y_velocity_smooth_10,turn_score_smooth_10,movement_complexity_smooth_10,hip_height_std_10,forward_momentum_std_10,rotation_variation_10,hip_y_velocity_smooth_15,turn_score_smooth_15,movement_complexity_smooth_15,hip_height_std_15,forward_momentum_std_15,rotation_variation_15,hip_y_velocity_smooth_30,turn_score_smooth_30,movement_complexity_smooth_30,hip_height_std_30,forward_momentum_std_30,rotation_variation_30,hip_y_acceleration,movement_jerk,rotation_acceleration,sustained_vertical_movement,sustained_forward_movement,sustained_turning,tug_subtask
1,0.7061880230903625,0.0,0.0,0.0,0.0,0.1157577261328696,0.6436343342065811,0.0,0.0,0.0,108.02955646062144,131.1179462052661,115.1090660259628,139.46753376092389,113.23923416895008,144.9380807434185,6.582374571389817,6.582374571389817,23.08838974464463,24.35846773496108,31.698846574468437,239.1475026658875,254.57659978688667,258.1773149123686,0,0,0.0,0.0,6.582374571389817,0.0,0.0,0.0202736109495162,0.0174148380756379,0.0355695039033889,0.0174148380756379,0.021841287612915,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0,0,0.0,17.05121085391302,17.05121085391302,-30.197333199724955,-30.197333199724955,47.24854405363797,47.24854405363797,-60.29125800006256,-60.29125800006256,47.24854405363797,47.24854405363797,0.0,35.6825236268315,0.0072138458490371,0.0625536888837814,0.0184726268053055,0.0107501745223999,0.0102009922266007,0.0,1000000.0,16.586213536093894,0.0,0.7061880230903625,0.7061880230903625,601.3113619799061,0.0,0.0,0.0,0.0013831258644536,0.9972337482710928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,
2,0.7064181566238403,0.0069040060043334,0.0677662342786784,0.0069040060043334,0.0677662342786784,0.117185104638338,0.6441341787576675,0.0428213551640506,0.0149953365325927,0.0453710103018599,110.6710878996319,127.2098011508715,115.92815337874364,138.20994165533472,120.10307387889542,141.5057598217875,7.363781543248057,0.7814069718582397,16.5387132512396,22.281788276591072,21.40268594289209,237.8808890505034,254.1380950340784,261.6088337006829,0,0,0.0069040060043334,0.223028189205117,0.7814069718582397,0.0772701948881145,0.0772701948881145,0.0288856625556945,0.0221435278654097,0.0393889844417572,0.0221435278654097,0.0269525051116943,-0.1629477739334106,-0.0096112489700317,0.1482005417346929,0.006339848041536,0.1533365249633789,0.1418606936931568,0.0666666666666666,0,0,0.0043060258030891,16.879749988634536,-0.1714608652784832,-28.04782320621329,-28.04782320621329,44.92757319484783,27.87636234093481,-62.65181802902594,-2.360560028963384,44.92757319484783,27.87636234093481,19.29941744682321,14.513169695427171,0.0080453418195247,0.0622839778661727,0.0203721523284911,0.010853886604309,0.014098186045885,0.0,22.04001968056962,11.90636421943436,0.0023199639036103,0.7064181566238403,0.7087381205274507,393.35489271765954,4.7665298907872966e-05,0.0,0.0453710103018599,0.0027662517289073,0.9944674965421854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069040060043334,4.679849316659535,17.222671719191503,0,0,0,
3,0.7064336240291595,0.0004640221595764,-0.0002743676304825,-0.006439983844757,-0.068040601909161,0.1172716002911328,0.6439879238605499,0.0025948695838451,-0.0043876469135284,0.0050975281848127,110.78838718845842,129.72593276809252,115.0075289431993,139.35800213833656,120.60584662631804,143.20120173635289,7.25863390418718,-0.1051476390608767,18.937545579634104,24.35047319513725,22.59535511003486,240.5143199565509,254.36553108153583,263.8070483626709,0,0,0.0004640221595764,0.0153753392515874,0.1051476390608767,0.0061545521020889,-0.0711156427860255,0.0324060916900635,0.0298416912555694,0.0439410358667373,0.0298416912555694,0.0294863581657409,-0.0508564710617065,0.0251591205596923,0.121627002954483,-0.1093178987503051,0.0760155916213989,0.2309449017047882,0.1,0,0,0.0050963815385399,16.272227853443326,-0.6075221351912106,-27.896837144911856,-27.896837144911856,44.16906499835518,27.28931500972065,-63.57414743574903,-0.9223294067230938,44.16906499835518,27.28931500972065,78.69920041830405,14.193636667319668,0.0079497005790471,0.0624457001686096,0.0203874334692955,0.0107931494712829,0.0218919906765222,0.0,196.1350342200232,11.67395685241922,1.4529708061728572e-07,0.7064336240291595,0.7064337693262401,389.3013029172406,2.153165645779609e-07,0.0,0.0050975281848127,0.0041493775933609,0.991701244813278,0.0,0.0,0.0,0.0,0.0,0.0,-0.0211413502693176,18.527348637677758,12.635954867192146,0.0015995165083054,0.0462973300059363,7.808646357438521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006439983844757,0.2324073670151385,0.4360612699127273,0,0,0,
4,0.7052410840988159,-0.0357761979103088,0.0194543972611443,-0.0362402200698852,0.0197287648916269,0.1175724696367978,0.6431440114974976,0.0090260803699493,-0.025317370891571,0.0268782327489393,112.89147744783942,131.05418900612278,116.60260949069423,140.69268696935464,122.7572777501984,137.43285434204898,7.614111744225283,0.3554778400381027,18.16271155828336,24.090077478660405,14.675576591850586,243.9456664539622,257.29529646004886,260.1901320922474,0,0,0.0357761979103088,1.146220017432528,0.3554778400381027,0.0812796503305439,0.075125098228455,0.0327395051717757,0.0303345173597336,0.04189495742321,0.0303345173597336,0.0317684412002563,-0.0588691234588623,0.0095933675765991,0.088672041893007,0.0738872587680808,0.0684624910354614,0.0147847831249262,0.1333333333333333,0,0,0.0050256823497984,15.912183708555622,-0.3600441448877038,-27.976571137415423,-27.976571137415423,43.88875484597104,27.61652699252772,-64.29791422154948,-0.7237667858004428,43.88875484597104,27.61652699252772,10.978187239988287,14.16904334035657,0.008297311142087,0.0620970726013183,0.0205127894878387,0.01089608669281,0.0220372062176466,0.0,37.20344287131712,11.642126046495754,0.000829204954856,0.7052410840988159,0.706070289053672,391.4090821965668,0.0,0.0012799363369175,0.0268782327489393,0.0055325034578146,0.9889349930843708,0.0,0.0,0.0,0.0,0.0,0.0,-0.0203121900558471,14.117309612989349,11.535398452416908,0.0018703527090434,0.0546471345842702,0.1696897347627677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0362402200698852,0.0318308059234659,0.2474779903035067,0,0,0,
5,0.7026644647121429,-0.0772985816001892,0.0070756673812857,-0.0415223836898803,-0.0123787298798586,0.1176459603011607,0.6417069882154465,0.002204719930888,-0.0431106984615325,0.0431670373295972,114.26940252143756,130.58175078429198,118.2909537888531,140.4781812300367,121.76715374454258,141.2873318871909,7.904392998711082,0.2902812544857998,16.312348262854414,22.18722744118361,19.52017814264832,244.85115330572955,258.7691350188898,263.0544856317335,0,0,0.0772985816001892,2.394446286051735,0.2902812544857998,-0.0173550099134445,-0.0986346602439884,0.0312340706586838,0.0291536450386047,0.0418108850717544,0.0291536450386047,0.0234577059745788,0.1402080059051513,-0.1091140508651733,-0.035068094730378,0.0003580749034889,0.2493220567703247,0.035426169633867,0.1666666666666666,0,0,0.0046191185017182,15.4282620215249,-0.4839216870307208,-27.17698435449492,-27.17698435449492,42.60524637601982,26.6930626674642,-66.50534178406608,-2.2074275625166,42.60524637601982,26.6930626674642,16.694422544421357,14.07836985845385,0.0084596760571002,0.0609574764966964,0.0197087228298186,0.0101189017295837,0.0206939689815044,0.0,23.16528760306577,11.3711136815175,0.0030125678931458,0.7026644647121429,0.7056770326052888,369.41132940182007,0.0,0.0059750707174011,0.0431670373295972,0.0069156293222683,0.9861687413554634,0.0,0.0,0.0,0.0,0.0,0.0,-0.023053765296936,13.804993849282727,11.302921497864844,0.0017813145638926,0.0451479622790379,0.1554037871873834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0415223836898803,0.2710123649782545,0.1238775421430169,1,0,0,
6,0.7028026580810547,0.0041458010673522,0.008019134402275,0.0814443826675415,0.0009434670209892,0.1179940216243266,0.6418128162622452,0.0104418396949759,0.0031748414039611,0.010913827658337,113.52567347381093,122.71328432979948,118.1945644519955,135.0415229041412,121.94905257150997,141.41045940687468,7.82583919581668,-0.0785538028944019,9.187610855988552,16.8469584521457,19.461406835364716,236.2389578036104,253.2360873561367,263.35951197838466,0,0,0.0041458010673522,0.1251494662433743,0.0785538028944019,-0.0378039479255667,-0.0204489380121222,0.0292524695396423,0.0274025201797485,0.0406628847122191,0.0274025201797485,0.0173960924148559,0.1148039102554321,-0.0670444965362548,-0.0640708208084098,-0.0115370750427237,0.181848406791687,0.052533745765686,0.2,0,0,0.0042170037264172,15.141768230211651,-0.2864937913132497,-26.596965027427107,-26.596965027427107,41.73873325763876,26.31047123611385,-64.97935873134307,1.5259830527230065,41.73873325763876,26.31047123611385,103.98428718858418,13.63232850338948,0.0083789192140102,0.0609898418188095,0.0201657265424728,0.0100969076156616,0.0190236009657382,0.0,91.61848737356608,11.083431462217703,4.074709152590561e-05,0.7028026580810547,0.7028434051725806,353.74031368132086,1.7187666490059428e-05,0.0,0.010913827658337,0.0082987551867219,0.983402489626556,0.0,0.0,0.0,0.0,0.0,0.0,-0.0270801186561584,13.484246719649851,11.058393266111056,0.0012758665975642,0.0850422847304739,0.2357882890060558,-0.0053549408912658,15.521047358743395,11.526808406305149,0.0018275908988608,0.1136639711366937,5.462932429487871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0814443826675415,0.2876822192997963,0.1974278957174711,0,0,0,
7,0.7025758624076843,-0.0068038702011108,0.0231356173753746,-0.0109496712684631,0.0151164829730995,0.1184842158108949,0.6417195200920105,0.0147058255970486,-0.0027988851070404,0.0149698050866811,113.93094655490069,136.46580278321807,118.66257952613704,144.33245068626144,119.307659027771,144.80681481931276,8.102141382040358,0.2763021862236776,22.53485622831738,25.6698711601244,25.499155791541767,250.39674933811875,262.9950302123985,264.1144738470838,0,0,0.0068038702011108,0.2102736413338138,0.2763021862236776,0.0010704249143592,0.038874372839926,0.030060961842537,0.0281014293432236,0.0413268357515335,0.0281014293432236,0.0199859738349914,-0.016411542892456,0.0612848997116088,0.0115540623664855,-0.0094132125377671,0.0776964426040649,0.0209672749042527,0.2333333333333333,0,0,0.0039176991733063,14.921669251008444,-0.2200989792032075,-25.831958940151114,-25.831958940151114,40.75362819115956,25.611859960947907,-65.04736627583398,-0.0680075444909107,40.75362819115956,25.611859960947907,27.68782845390125,12.95159087689406,0.0086599122732877,0.0608563423156738,0.0203507244586944,0.0098519325256347,0.0194415170699358,0.0086599122732877,66.7966748755321,10.74397944667404,0.0002907747205266,0.7025758624076843,0.702866637128211,333.6692731231497,0.0,4.629264971356406e-05,0.0149698050866811,0.0096818810511756,0.9806362378976486,0.0,0.0,0.0,0.0,0.0,0.0,-0.0166516900062561,13.100935985377504,10.748507146203298,0.0003393576295006,0.0668993964932957,0.2283856708056777,-0.0026768445968627,13.179917361779644,10.9053099085512,0.0017343362768233,0.1136799423382325,0.3687031962666158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0109496712684631,0.3394520155436638,0.0663948121100421,0,0,0,
8,0.7019202709197998,-0.0196677446365356,0.0377067178487786,-0.0128638744354248,0.0145711004734039,0.1192625742405652,0.6414375156164169,0.02335075289011,-0.008460134267807,0.0248360933394184,112.1046733604471,138.74324196954495,119.8375517982181,147.6964276726526,109.34532152357832,141.47671508482983,8.595030269404882,0.4928888873645238,26.63856860909786,27.85887587443449,32.131393561251514,250.84791532999205,267.5339794708707,250.82203660840813,0,0,0.0196677446365356,0.5740075383878389,0.4928888873645238,-0.1543533056974406,-0.1554237306117999,0.0270669758319853,0.0329106748104096,0.0387413501739501,0.0329106748104096,0.0167790055274963,0.1410090923309326,0.0448000431060791,-0.0822146236896506,-0.2264919877052307,0.0962090492248535,0.14427736401558,0.2666666666666666,0,0,0.0037360493906668,15.063680990771449,0.1420117397630029,-24.4093076633542,-24.4093076633542,39.47298865412564,24.5513194031172,-63.47615968785048,1.5712065879834969,39.47298865412564,24.5513194031172,9.139857184293788,12.5899010191553,0.0091384444385767,0.0604827553033828,0.020712211728096,0.0093995332717895,0.0237722303718328,0.0091384444385767,40.26236026632479,10.451315693650292,0.0009043083750076,0.7019202709197998,0.7028245792948075,297.9172339692563,0.0,0.0003868201790879,0.0248360933394184,0.0110650069156293,0.9778699861687412,0.0,0.0,0.0,0.0,0.0,0.0,0.0104314684867858,12.514746079809044,10.41766194541815,0.0009354119125038,0.1610908616574801,0.3514571805784769,-0.0015826821327209,13.023245079667102,10.778986493548183,0.0016597733327719,0.1128927634386199,0.4748976817531968,0.0022018551826477,14.700365922480024,11.235184446356811,0.0018768142747455,0.1175823900269912,4.467431792208905,0.0,0.0,0.0,0.0,0.0,0.0,-0.0128638744354248,0.2926637530237475,0.3621107189662105,0,1,0,
9,0.7024658024311066,0.0163659453392028,-0.035903602838517,0.0360336899757385,-0.0736103206872956,0.1186558064073323,0.6418029516935349,-0.0182030349969863,0.0109630823135375,0.0212494625088474,109.23620534931337,132.6672975295634,118.77084432238048,142.00820489248974,109.71579880890256,142.72648249775352,8.02445056111441,-0.570579708290472,23.431092180250037,23.23736057010926,33.010683688850975,241.9035028788768,260.7790492148702,252.44228130665607,0,0,0.0163659453392028,0.493364496666934,0.570579708290472,-0.1154319941997528,0.0389213114976878,0.0243979841470718,0.0254806280136108,0.0340833812952041,0.0254806280136108,0.0148497223854064,-0.0063246488571166,-0.064203143119812,-0.2268826961517334,-0.0039812922477722,0.0578784942626953,0.2229014039039611,0.3,0,0,0.0038065368963094,14.783003437511509,-0.2806775532599381,-23.279820243400295,-23.279820243400295,38.062823680911805,22.99914269014036,-60.55360072800704,2.9225589598434425,38.062823680911805,22.99914269014036,168.856634646334,12.252489668994832,0.0085484255105257,0.0606628507375717,0.022648349404335,0.0097444653511047,0.0169322025030851,0.0085484255105256,47.05779931065781,10.09269544695696,0.0007784564318158,0.7024658024311066,0.7032442588629224,271.01440522696714,0.0002678441668457,0.0,0.0212494625088474,0.0124481327800829,0.975103734439834,0.0,0.0,0.0,0.0,0.0,0.0,0.0149585008621215,12.24252511056994,10.275221364685493,0.0014420848406886,0.1603423583040398,0.3554811937484654,-0.0005847215652465,12.923688693066634,10.691705735548885,0.0016284687548214,0.1260438251905656,0.4570583328285714,0.0023680329322814,13.19329327366505,10.842974399431094,0.0019599239632336,0.1176083093628436,0.4481393893937442,0.0,0.0,0.0,0.0,0.0,0.0,0.0360336899757385,0.3586202466933326,0.4226892930229411,0,1,0,
10,0.7044030427932739,0.0581172108650207,-0.018741041421891,0.0417512655258178,0.0171625614166259,0.1184369139373301,0.6429082155227661,-0.006566774100066,0.0331579148769378,0.0338019206712807,111.21178568943924,133.71466926383846,116.60245850801486,142.14327229712055,111.88359543532214,137.3968886907121,7.546224280871831,-0.4782262802425787,22.50288357439921,25.540813789105684,25.513293255389968,244.9264549532777,258.7457308051354,249.28048412603425,0,0,0.0581172108650207,1.8862996927779383,0.4782262802425787,0.2563675493001933,0.3717995434999461,0.031777024269104,0.0287507623434067,0.0397096872329711,0.0287507623434067,0.0212677121162414,-0.0989788770675659,0.0935608148574829,0.3054195642471305,0.2073155343532562,0.1925396919250488,0.0981040298938742,0.3333333333333333,0,0,0.0037442302216969,15.300574627768206,0.5175711902566977,-21.7638414585488,-21.7638414585488,37.06441608631701,22.2814126488055,-60.58717075905104,-0.0335700310439932,37.06441608631701,22.2814126488055,47.73863170609599,11.147420330611547,0.0081426165997982,0.0614948272705078,0.0235707610845566,0.0094103813171386,0.0206081457436085,0.0081426165997982,29.58324251695828,9.71688767759176,0.0018644184161531,0.7044030427932739,0.7062674612094271,236.96633748491564,0.0033776101987292,0.0,0.0338019206712807,0.0138312586445366,0.9723374827109268,0.0,0.0,0.0,0.0,0.0,0.0,0.0198884010314941,12.24149631005148,10.255051489231525,0.0017388686916326,0.1631901768052983,0.644747381356137,0.0052877962589263,12.86048897458422,10.606280921648466,0.0018623527611445,0.1233372594436808,0.4854221290634977,0.0033358931541442,13.094114975414238,10.75455255701481,0.0020929259656677,0.1251499363548381,0.4611584894477885,0.0,0.0,0.0,0.0,0.0,0.0,0.0417512655258178,0.3758077693651991,0.7982487435166359,1,1,0,
