frame,visibility_0,visibility_1,visibility_2,visibility_3,visibility_4,visibility_5,visibility_6,visibility_7,visibility_8,visibility_9,visibility_10,visibility_11,visibility_12,visibility_13,visibility_14,visibility_15,visibility_16,visibility_17,visibility_18,visibility_19,visibility_20,visibility_21,visibility_22,visibility_23,visibility_24,visibility_25,visibility_26,visibility_27,visibility_28,visibility_29,visibility_30,visibility_31,visibility_32,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,tug_subtask
7,0.9995086193084717,0.9991911053657532,0.9989805817604065,0.9990644454956055,0.999285876750946,0.9992311000823975,0.9993446469306946,0.9985403418540955,0.9994434714317322,0.9995617270469666,0.9998593330383301,0.9998318552970886,0.9999281167984009,0.5705854296684265,0.9866042733192444,0.6523669958114624,0.9495013356208801,0.6360045671463013,0.9289105534553528,0.6471021175384521,0.9282793402671814,0.6306203007698059,0.9103376269340515,0.9990948438644409,0.9983549118041992,0.5161757469177246,0.929327666759491,0.5414384603500366,0.8740033507347107,0.6472740173339844,0.814281702041626,0.5779489874839783,0.8542056679725647,0.17123249173164368,0.16991956532001495,0.17081396281719208,0.17157167196273804,0.16478584706783295,0.16189754009246826,0.15863944590091705,0.1666277050971985,0.15030278265476227,0.17166167497634888,0.16547589004039764,0.17743894457817078,0.13058067858219147,0.19802235066890717,0.11152906715869904,0.20739193260669708,0.14996612071990967,0.20615825057029724,0.15934015810489655,0.20265421271324158,0.1643403321504593,0.20091703534126282,0.16053657233715057,0.17322370409965515,0.14773596823215485,0.232039213180542,0.20771367847919464,0.23715248703956604,0.2365437000989914,0.22583332657814026,0.23163482546806335,0.2726025879383087,0.26917821168899536,0.43391406536102295,0.4237344563007355,0.42350971698760986,0.423350065946579,0.4245101809501648,0.42498937249183655,0.42569828033447266,0.4272233843803406,0.4303912818431854,0.4434429109096527,0.4451860785484314,0.4772152900695801,0.4717041254043579,0.5297826528549194,0.5171470642089844,0.5409713387489319,0.5329341888427734,0.549099326133728,0.5418869256973267,0.5386241674423218,0.5313941836357117,0.5360885262489319,0.5302144289016724,0.579717218875885,0.5930595397949219,0.5766528844833374,0.5807077884674072,0.6779669523239136,0.6754297018051147,0.6955935955047607,0.6932300925254822,0.6959914565086365,0.693992018699646,-0.06342583149671555,-0.04815492033958435,-0.04823734983801842,-0.048311423510313034,-0.060402024537324905,-0.06039192155003548,-0.060385655611753464,0.025079283863306046,-0.03159758448600769,-0.036277417093515396,-0.052709221839904785,0.07046302407979965,-0.04778188839554787,0.030593281611800194,-0.12329846620559692,-0.08854871243238449,-0.19872845709323883,-0.10967226326465607,-0.22112703323364258,-0.1169472485780716,-0.21836277842521667,-0.09420090913772583,-0.1988055408000946,0.05336941406130791,-0.05327026918530464,-0.011626784689724445,-0.13478542864322662,-0.01829521171748638,-0.09326691180467606,-0.020847611129283905,-0.08829082548618317,-0.06080348417162895,-0.1203329786658287,Sit-To-Stand
8,0.9980422258377075,0.9982073307037354,0.9979345798492432,0.9982503056526184,0.9976634979248047,0.9969785809516907,0.9975332617759705,0.9978094100952148,0.997978687286377,0.9988511800765991,0.9991861581802368,0.9998050928115845,0.999873697757721,0.569479763507843,0.9426677227020264,0.6312932968139648,0.9080256223678589,0.6155310273170471,0.891424834728241,0.6265605092048645,0.8931435346603394,0.6098736524581909,0.8763871192932129,0.9991376399993896,0.9984477758407593,0.5515104532241821,0.9289725422859192,0.5688716769218445,0.873723030090332,0.6643974781036377,0.810124397277832,0.5956194996833801,0.8529444336891174,0.15332435071468353,0.15347804129123688,0.15577547252178192,0.15619787573814392,0.15044870972633362,0.15000799298286438,0.14955827593803406,0.16490763425827026,0.14629241824150085,0.15352371335029602,0.15062208473682404,0.1787078082561493,0.13100919127464294,0.1980823129415512,0.11297176033258438,0.20331284403800964,0.13241147994995117,0.20455944538116455,0.1340552717447281,0.2002391517162323,0.13519930839538574,0.1995544135570526,0.13594798743724823,0.17324241995811462,0.1478644609451294,0.22840161621570587,0.193267822265625,0.23240575194358826,0.2287912368774414,0.2244437038898468,0.23022811114788055,0.26000645756721497,0.2454206943511963,0.43594202399253845,0.42758893966674805,0.4275665581226349,0.4277915954589844,0.42785435914993286,0.42802712321281433,0.42835673689842224,0.43740156292915344,0.4312579929828644,0.4438703954219818,0.44518423080444336,0.4687405824661255,0.4738283157348633,0.5186575055122375,0.5210315585136414,0.5419044494628906,0.5419224500656128,0.549725353717804,0.5483824610710144,0.5437914729118347,0.5416378378868103,0.5419057011604309,0.5398349165916443,0.5599073767662048,0.56978440284729,0.5793483853340149,0.5931937098503113,0.6805105209350586,0.6788206696510315,0.6974858641624451,0.693466305732727,0.6977217793464661,0.6998738050460815,-0.16888096928596497,-0.1679966300725937,-0.1680516004562378,-0.16815660893917084,-0.16891971230506897,-0.16893985867500305,-0.16900306940078735,-0.12534436583518982,-0.1294175684452057,-0.14891156554222107,-0.15021246671676636,-0.0628352165222168,-0.08997352421283722,-0.05318326875567436,-0.08810670673847198,-0.1187826618552208,-0.12541764974594116,-0.1344951093196869,-0.13767948746681213,-0.1460331231355667,-0.15261952579021454,-0.12443338334560394,-0.13173483312129974,0.02594788931310177,-0.025859694927930832,-0.09385783970355988,-0.13517744839191437,-0.07994186878204346,-0.09606567770242691,-0.08155374228954315,-0.09262776374816895,-0.14331291615962982,-0.14560264348983765,Sit-To-Stand
9,0.9982183575630188,0.9983716607093811,0.9981250166893005,0.9984132051467896,0.9978703260421753,0.9972391724586487,0.9977373480796814,0.9980154633522034,0.9981465935707092,0.9989573955535889,0.9992597103118896,0.9998229742050171,0.9998475909233093,0.5999639630317688,0.9421762228012085,0.6564931869506836,0.8885200023651123,0.6400622129440308,0.8685261011123657,0.6502980589866638,0.8700973391532898,0.6325457692146301,0.85128253698349,0.9991682171821594,0.9983481168746948,0.5398113131523132,0.9185447096824646,0.5589292645454407,0.8576980233192444,0.6588047742843628,0.7957685589790344,0.5832183361053467,0.8342236876487732,0.16126246750354767,0.15936049818992615,0.1603272259235382,0.16049440205097198,0.1564972698688507,0.15498878061771393,0.15326593816280365,0.1649813950061798,0.1471564918756485,0.16211916506290436,0.15804627537727356,0.1769205629825592,0.13100586831569672,0.19674831628799438,0.11277632415294647,0.20378601551055908,0.15397442877292633,0.20462723076343536,0.16499820351600647,0.2003970593214035,0.16916891932487488,0.19954094290733337,0.16493317484855652,0.16999955475330353,0.14327707886695862,0.23204800486564636,0.2039148509502411,0.23544728755950928,0.22740957140922546,0.22706201672554016,0.22151049971580505,0.2678687572479248,0.2538115680217743,0.43585628271102905,0.42726901173591614,0.42727845907211304,0.4276573956012726,0.42764589190483093,0.42790088057518005,0.4283515214920044,0.434471994638443,0.4315180480480194,0.44386741518974304,0.44522222876548767,0.4700021743774414,0.47350817918777466,0.520849347114563,0.5212579965591431,0.54190993309021,0.5428841710090637,0.5501952767372131,0.552605926990509,0.5432704091072083,0.542550265789032,0.5413019061088562,0.540169358253479,0.5619835257530212,0.5767854452133179,0.5814832448959351,0.5939838886260986,0.6840782761573792,0.6866899132728577,0.7019792795181274,0.703288197517395,0.697665274143219,0.7022167444229126,-0.11794604361057281,-0.10480368137359619,-0.1048850417137146,-0.10496751964092255,-0.11541587114334106,-0.11542379856109619,-0.11543606221675873,-0.03643403202295303,-0.08120913058519363,-0.09036627411842346,-0.1043071374297142,0.0064821792766451836,-0.08323345333337784,-0.019622229039669037,-0.13246293365955353,-0.11213614046573639,-0.18926119804382324,-0.13593348860740662,-0.21237483620643616,-0.14535775780677795,-0.21844621002674103,-0.11859793961048126,-0.19214776158332825,0.045423053205013275,-0.045352838933467865,-0.02040071040391922,-0.11634346097707748,0.003208193928003311,-0.040531519800424576,0.002680202480405569,-0.03274000436067581,-0.03758428618311882,-0.06411995738744736,Sit-To-Stand
10,0.9983571171760559,0.9985100626945496,0.9982869625091553,0.9985539317131042,0.9980335831642151,0.997439444065094,0.997886598110199,0.9981943368911743,0.9982684254646301,0.9990442991256714,0.9993146061897278,0.9998378753662109,0.9997938871383667,0.6190241575241089,0.9382259249687195,0.6706141829490662,0.8621521592140198,0.6541373133659363,0.8409717082977295,0.6637184023857117,0.842397153377533,0.6446296572685242,0.8217100501060486,0.9991917610168457,0.9982070922851562,0.5186752676963806,0.9082322716712952,0.5396921634674072,0.8413378596305847,0.6466792225837708,0.7826063632965088,0.563630223274231,0.8153002858161926,0.16395822167396545,0.16139009594917297,0.1617908775806427,0.16184920072555542,0.15826325118541718,0.1562260538339615,0.1539602279663086,0.16464915871620178,0.147361621260643,0.16511735320091248,0.16034665703773499,0.17526496946811676,0.13106617331504822,0.19632473587989807,0.12618857622146606,0.2034221589565277,0.16804294288158417,0.20445546507835388,0.18084575235843658,0.2005050629377365,0.18734458088874817,0.19934150576591492,0.18064898252487183,0.1672060787677765,0.1412966549396515,0.23289509117603302,0.20910675823688507,0.23757962882518768,0.22815009951591492,0.22886566817760468,0.22110609710216522,0.2717350125312805,0.2597223222255707,0.4354381561279297,0.4271758496761322,0.4269888699054718,0.4270224869251251,0.4275275766849518,0.42778322100639343,0.42824652791023254,0.43177473545074463,0.43151000142097473,0.4434378743171692,0.4451547861099243,0.47043702006340027,0.4734373390674591,0.5202454328536987,0.5326928496360779,0.5416259169578552,0.5427629351615906,0.5502508282661438,0.5525080561637878,0.5429909825325012,0.5410765409469604,0.5408810973167419,0.5388182997703552,0.5646557211875916,0.579889714717865,0.5818836092948914,0.5918458104133606,0.6857016682624817,0.6885375380516052,0.704171359539032,0.7069693207740784,0.6976401805877686,0.7023511528968811,-0.11010875552892685,-0.09520403295755386,-0.09529774636030197,-0.09538298845291138,-0.10743781179189682,-0.10744665563106537,-0.1074569970369339,-0.02026650309562683,-0.07300655543804169,-0.0808715671300888,-0.0966806709766388,0.03191760554909706,-0.08448511362075806,-0.0023370948620140553,-0.13619571924209595,-0.11169878393411636,-0.18967357277870178,-0.13711850345134735,-0.21303001046180725,-0.14633604884147644,-0.21757829189300537,-0.11871783435344696,-0.19214749336242676,0.05477789044380188,-0.054672688245773315,-0.0038484581746160984,-0.11107777059078217,0.008050653152167797,-0.04749410226941109,0.006524252239614725,-0.04107171297073364,-0.034397147595882416,-0.07376713305711746,Sit-To-Stand
11,0.9981257915496826,0.9984514117240906,0.9982618093490601,0.9985311627388,0.9977964162826538,0.9971657991409302,0.9976497888565063,0.9982061982154846,0.9977736473083496,0.9989952445030212,0.99912428855896,0.9998487234115601,0.9997633099555969,0.6221264004707336,0.8839156627655029,0.6799183487892151,0.8290219306945801,0.6624324917793274,0.8171915411949158,0.6697834134101868,0.8196430206298828,0.6480268239974976,0.8007172346115112,0.9992504119873047,0.9983353018760681,0.5528721213340759,0.9033225178718567,0.5554366707801819,0.8366622924804688,0.6560879945755005,0.7762998938560486,0.5763995051383972,0.8107172250747681,0.15303204953670502,0.15472225844860077,0.1575586050748825,0.15926992893218994,0.14870639145374298,0.1470087468624115,0.1454574316740036,0.16466280817985535,0.14067284762859344,0.15638649463653564,0.1502082794904709,0.17656119167804718,0.12741141021251678,0.20854344964027405,0.11881022155284882,0.2048753947019577,0.10869218409061432,0.20426790416240692,0.10455794632434845,0.19946329295635223,0.10711614042520523,0.1983514428138733,0.11013306677341461,0.17388610541820526,0.14153677225112915,0.22880837321281433,0.16649170219898224,0.23087656497955322,0.2097359001636505,0.2224806845188141,0.21235427260398865,0.26322418451309204,0.230658620595932,0.4378104507923126,0.4299233555793762,0.4298057556152344,0.430063396692276,0.43098199367523193,0.43141329288482666,0.43185511231422424,0.4405995309352875,0.43859922885894775,0.44506868720054626,0.44661474227905273,0.47743669152259827,0.47601890563964844,0.5209293961524963,0.5304092764854431,0.5425612330436707,0.5271348357200623,0.5503372550010681,0.5278569459915161,0.543434202671051,0.5217772722244263,0.5411743521690369,0.52280592918396,0.5660515427589417,0.5753652453422546,0.5800992250442505,0.5948712825775146,0.6852136254310608,0.6874558329582214,0.7037469148635864,0.7054865956306458,0.7031283974647522,0.7129561901092529,0.04370035231113434,0.054042376577854156,0.05395157262682915,0.05384843796491623,0.05495985224843025,0.054972242563962936,0.05492642521858215,0.10321526229381561,0.10664025694131851,0.06182406470179558,0.06255890429019928,0.10352351516485214,0.10626482963562012,0.02306676283478737,0.04233936965465546,-0.09838563203811646,-0.07006540894508362,-0.12765690684318542,-0.09245039522647858,-0.12272139638662338,-0.10039863735437393,-0.09962060302495956,-0.07667626440525055,0.015310922637581825,-0.015264858491718769,-0.13943782448768616,-0.1876867115497589,-0.15898685157299042,-0.1736070215702057,-0.16293469071388245,-0.17152881622314453,-0.23106452822685242,-0.23574161529541016,Sit-To-Stand
12,0.9983119964599609,0.9986055493354797,0.9984349012374878,0.9986774921417236,0.9980151653289795,0.9974467158317566,0.9978820085525513,0.9983850121498108,0.9979938864707947,0.9990952014923096,0.9992111325263977,0.9998634457588196,0.9997666478157043,0.6534615755081177,0.887999951839447,0.7091742753982544,0.8264042139053345,0.6924518942832947,0.8130626678466797,0.6991808414459229,0.8152645230293274,0.6783267855644226,0.7948207259178162,0.9992990493774414,0.9983988404273987,0.5701169967651367,0.9081099629402161,0.5751807689666748,0.8463343977928162,0.6698125004768372,0.7849292159080505,0.5929995775222778,0.8201147317886353,0.16061872243881226,0.16037890315055847,0.16187623143196106,0.1631830632686615,0.15474870800971985,0.15215528011322021,0.1489534080028534,0.16465330123901367,0.14150042831897736,0.16369512677192688,0.1568969190120697,0.17612925171852112,0.12773047387599945,0.19776462018489838,0.11359111219644547,0.20538559556007385,0.12535759806632996,0.2043628692626953,0.12505963444709778,0.19977721571922302,0.1307523250579834,0.19904299080371857,0.13051919639110565,0.169415682554245,0.14175251126289368,0.22901543974876404,0.16714021563529968,0.231817364692688,0.21688500046730042,0.22287869453430176,0.21392981708049774,0.26498788595199585,0.2438642531633377,0.4353509843349457,0.4271657168865204,0.4268445074558258,0.42666906118392944,0.42842239141464233,0.42894554138183594,0.4296560287475586,0.43233057856559753,0.4354401230812073,0.44318440556526184,0.44548001885414124,0.47645533084869385,0.4758353531360626,0.5216567516326904,0.5291114449501038,0.542491614818573,0.5272159576416016,0.5501726269721985,0.531455934047699,0.5413417220115662,0.5225454568862915,0.5388590097427368,0.522479236125946,0.5698795914649963,0.5818517208099365,0.5826535820960999,0.5985754728317261,0.6847625374794006,0.6932885646820068,0.7032110691070557,0.7107136249542236,0.7020770311355591,0.7165759801864624,-0.0817764550447464,-0.06301286816596985,-0.06310568749904633,-0.06317934393882751,-0.07374632358551025,-0.07374823093414307,-0.0737057775259018,0.03399044647812843,-0.02092348225414753,-0.049314942210912704,-0.06366200745105743,0.0851018875837326,-0.02376476302742958,0.025732755661010742,-0.1160203367471695,-0.10076950490474701,-0.22800059616565704,-0.12733924388885498,-0.25527745485305786,-0.13530422747135162,-0.25627467036247253,-0.10655660927295685,-0.2304161787033081,0.04418373480439186,-0.044095057994127274,-0.02842104807496071,-0.16542170941829681,-0.011379582807421684,-0.10765528678894043,-0.012822968885302544,-0.10384766012430191,-0.0600830502808094,-0.1839783936738968,Sit-To-Stand
13,0.9984767436981201,0.9987428784370422,0.998589277267456,0.9988080859184265,0.9982087016105652,0.9976946711540222,0.9980857968330383,0.9985449910163879,0.9981883764266968,0.9991840720176697,0.9992879629135132,0.9998764395713806,0.9997663497924805,0.6782206296920776,0.8931962251663208,0.7322486042976379,0.8232941031455994,0.7155341506004333,0.8071019649505615,0.721655547618866,0.8086423873901367,0.7008506059646606,0.7858275175094604,0.9993488192558289,0.9984546303749084,0.5812384486198425,0.9128400087356567,0.5899686217308044,0.8539946675300598,0.6823843717575073,0.7923012375831604,0.6068009734153748,0.8276854753494263,0.1641661822795868,0.16308167576789856,0.16406795382499695,0.1651557832956314,0.15764650702476501,0.1547258496284485,0.1508798897266388,0.16457901895046234,0.1419210284948349,0.16697214543819427,0.16021579504013062,0.1750076711177826,0.12780624628067017,0.19694089889526367,0.11924449354410172,0.20489291846752167,0.15531134605407715,0.203797847032547,0.16637876629829407,0.19967785477638245,0.16900615394115448,0.19899655878543854,0.16489048302173615,0.166507288813591,0.14103780686855316,0.22920174896717072,0.18860366940498352,0.23295465111732483,0.21996363997459412,0.22432443499565125,0.21555133163928986,0.2687292993068695,0.24766719341278076,0.43443208932876587,0.42612236738204956,0.4256921112537384,0.4253171682357788,0.4275665581226349,0.42819342017173767,0.4290882647037506,0.4293215870857239,0.4344790279865265,0.4424964189529419,0.4450737535953522,0.47420427203178406,0.47536295652389526,0.5211179852485657,0.5301333069801331,0.5411185026168823,0.5277922749519348,0.5490208864212036,0.5334311723709106,0.5401458144187927,0.5230495929718018,0.5375509858131409,0.5225244164466858,0.569956362247467,0.5821914076805115,0.5823951959609985,0.5963669419288635,0.6844594478607178,0.6911062598228455,0.7031948566436768,0.7087226510047913,0.7009546756744385,0.7079833745956421,-0.08888968825340271,-0.07200579345226288,-0.07210036367177963,-0.07217301428318024,-0.08325525373220444,-0.08325468748807907,-0.08323504775762558,0.018278611823916435,-0.037993840873241425,-0.05751042440533638,-0.07228855788707733,0.07204095274209976,-0.051696907728910446,0.026211732998490334,-0.13355359435081482,-0.10479527711868286,-0.22034704685211182,-0.13029132783412933,-0.24590596556663513,-0.13952459394931793,-0.24514003098011017,-0.11140097677707672,-0.22111578285694122,0.05350697785615921,-0.0533967986702919,-0.0178593210875988,-0.13486254215240479,-0.016233472153544426,-0.08996205031871796,-0.018909037113189697,-0.08618234097957611,-0.06589625775814056,-0.1420581042766571,Sit-To-Stand
14,0.9975208640098572,0.9982277154922485,0.9980671405792236,0.9984179735183716,0.9973675608634949,0.9966150522232056,0.9972471594810486,0.9982089400291443,0.9973845481872559,0.9988940358161926,0.9990085959434509,0.9998570680618286,0.9997317790985107,0.6601893901824951,0.8524099588394165,0.6936232447624207,0.7760038375854492,0.6780883073806763,0.7654553055763245,0.6836439371109009,0.7680699229240417,0.6629960536956787,0.748606264591217,0.9993426203727722,0.998495876789093,0.6094987988471985,0.915608823299408,0.6133509874343872,0.8595823645591736,0.6919200420379639,0.7957585453987122,0.6222593188285828,0.8328340649604797,0.15470030903816223,0.15474213659763336,0.15529777109622955,0.1642145812511444,0.15140382945537567,0.14891855418682098,0.14762066304683685,0.16460248827934265,0.14307302236557007,0.16404691338539124,0.1516924798488617,0.17433464527130127,0.1280061900615692,0.19769485294818878,0.119240403175354,0.19989177584648132,0.13869820535182953,0.19958555698394775,0.14184807240962982,0.1951773315668106,0.14423015713691711,0.19499988853931427,0.14423729479312897,0.16950872540473938,0.14123588800430298,0.2293442040681839,0.19115161895751953,0.23262684047222137,0.22550217807292938,0.2239164412021637,0.22638337314128876,0.25925585627555847,0.2503047585487366,0.434257835149765,0.425977498292923,0.4256438612937927,0.4304274320602417,0.42765161395072937,0.4281739592552185,0.42899447679519653,0.4323468804359436,0.4375059902667999,0.445615291595459,0.44315192103385925,0.47423750162124634,0.4751795828342438,0.5203471779823303,0.5293228626251221,0.5385153293609619,0.5318387150764465,0.5458242893218994,0.5363140106201172,0.5392250418663025,0.5302988290786743,0.5372801423072815,0.5289915800094604,0.5547783374786377,0.5658552646636963,0.5794000625610352,0.5930330753326416,0.6843863725662231,0.6854066848754883,0.70292067527771,0.6979092955589294,0.702907383441925,0.7091701030731201,-0.1291433572769165,-0.12256766855716705,-0.12262500822544098,-0.12274254858493805,-0.12591978907585144,-0.12593446671962738,-0.12597857415676117,-0.06512875854969025,-0.08052074164152145,-0.1051803007721901,-0.10990071296691895,-0.01468630600720644,-0.054372530430555344,-0.038504038006067276,-0.09236712753772736,-0.12946471571922302,-0.1515730321407318,-0.14952924847602844,-0.16672614216804504,-0.15470406413078308,-0.17556294798851013,-0.133276104927063,-0.15605157613754272,0.03109109401702881,-0.030983125790953636,-0.1055193766951561,-0.16634920239448547,-0.10076171159744263,-0.1311972439289093,-0.10293754190206528,-0.12710295617580414,-0.17248710989952087,-0.18631629645824432,Sit-To-Stand
15,0.9970799684524536,0.9980325698852539,0.997864305973053,0.9982858896255493,0.997077465057373,0.9962660670280457,0.9970386624336243,0.9979569315910339,0.9970555901527405,0.9987612962722778,0.9988974332809448,0.9998447895050049,0.9997405409812927,0.6156105399131775,0.83463054895401,0.6498445868492126,0.7527163028717041,0.6440072059631348,0.7480088472366333,0.6484787464141846,0.7519664168357849,0.6284976005554199,0.7351848483085632,0.9993818402290344,0.9985852837562561,0.6326645612716675,0.921972930431366,0.6373240351676941,0.8695055246353149,0.708669126033783,0.8093298673629761,0.6451133489608765,0.8449552655220032,0.15418429672718048,0.15536898374557495,0.15692110359668732,0.16130182147026062,0.1502695083618164,0.1479668915271759,0.146028071641922,0.16347132623195648,0.14258278906345367,0.15997806191444397,0.15094831585884094,0.1739249974489212,0.12633788585662842,0.19519947469234467,0.12524250149726868,0.1984005570411682,0.14342327415943146,0.2002970278263092,0.14535632729530334,0.196049302816391,0.1444750726222992,0.19478312134742737,0.146979421377182,0.16887998580932617,0.14124736189842224,0.2294720709323883,0.20156291127204895,0.234852597117424,0.22578313946723938,0.22612352669239044,0.22480416297912598,0.2631147801876068,0.2523438334465027,0.4403145909309387,0.4326412081718445,0.4321269094944,0.4331508278846741,0.43403780460357666,0.43441951274871826,0.4348650872707367,0.4344986379146576,0.43960997462272644,0.4480366110801697,0.4481598734855652,0.4755229353904724,0.47681134939193726,0.5201838612556458,0.5370799899101257,0.5322255492210388,0.5388514995574951,0.5426446795463562,0.5429822206497192,0.5360013246536255,0.5358802676200867,0.5342385768890381,0.5350590944290161,0.5601881146430969,0.5709968209266663,0.5791206955909729,0.5907365083694458,0.6848255395889282,0.6836593151092529,0.7038376331329346,0.6972423791885376,0.7025169730186462,0.7087867856025696,0.02735097147524357,0.0367312915623188,0.036626074463129044,0.03653900697827339,0.034336235374212265,0.03433886915445328,0.034262996166944504,0.0898112803697586,0.08060778677463531,0.04814097657799721,0.04518171772360802,0.12118486315011978,0.05800812318921089,0.05486147850751877,-0.003404713701456785,-0.0847095400094986,-0.08277691900730133,-0.11137737333774567,-0.10221584141254425,-0.11406828463077545,-0.10988316684961319,-0.08936707675457001,-0.08685700595378876,0.03574178367853165,-0.035619668662548065,-0.08557335287332535,-0.16025911271572113,-0.14233514666557312,-0.19158469140529633,-0.15122903883457184,-0.19353759288787842,-0.21144075691699982,-0.24188058078289032,Sit-To-Stand
16,0.997016429901123,0.9980484843254089,0.9978786706924438,0.9983118176460266,0.9971237182617188,0.9963392019271851,0.9971233606338501,0.9979637861251831,0.9971210360527039,0.9987040758132935,0.9988846778869629,0.9998100399971008,0.9997481107711792,0.5725873708724976,0.8444498181343079,0.6177893280982971,0.7688959836959839,0.6239309310913086,0.7633388042449951,0.6276443004608154,0.7668963670730591,0.6093604564666748,0.7497397661209106,0.9994179606437683,0.9986714124679565,0.6454565525054932,0.9278364777565002,0.651395857334137,0.8778998255729675,0.7186100482940674,0.8202430009841919,0.6600144505500793,0.8552899956703186,0.15270262956619263,0.1541707068681717,0.15557309985160828,0.1577000617980957,0.14941628277301788,0.14695295691490173,0.1453697681427002,0.16033372282981873,0.141769677400589,0.15535147488117218,0.14917849004268646,0.1710752695798874,0.1266491860151291,0.19118449091911316,0.12999475002288818,0.19933749735355377,0.17233002185821533,0.2092323750257492,0.17600156366825104,0.20275969803333282,0.1774939000606537,0.19865597784519196,0.17472907900810242,0.1683618724346161,0.1412932127714157,0.23135706782341003,0.20911076664924622,0.23898112773895264,0.22862379252910614,0.2284117043018341,0.2248578518629074,0.26986411213874817,0.2567347586154938,0.43781986832618713,0.4308074116706848,0.43053147196769714,0.43053147196769714,0.4314603805541992,0.43181905150413513,0.4344192445278168,0.4317488670349121,0.43818047642707825,0.44408634305000305,0.44479554891586304,0.47559547424316406,0.47669437527656555,0.5157436728477478,0.5360175967216492,0.5289905667304993,0.5300467610359192,0.5380234122276306,0.5403622984886169,0.533972978591919,0.5313506126403809,0.5321288704872131,0.5316440463066101,0.5628807544708252,0.5723902583122253,0.5782296061515808,0.5874602794647217,0.6813428997993469,0.6819477677345276,0.7037458419799805,0.6972590684890747,0.7012590169906616,0.7069051861763,0.032142214477062225,0.04457712918519974,0.04447939246892929,0.04441587254405022,0.038124941289424896,0.03811942785978317,0.03804005682468414,0.10296078771352768,0.07591091096401215,0.054177869111299515,0.04613534361124039,0.13439814746379852,0.032481059432029724,0.06529276072978973,-0.0524454191327095,-0.07584104686975479,-0.1255142092704773,-0.10060910880565643,-0.14637991786003113,-0.10742145776748657,-0.14690165221691132,-0.08251802623271942,-0.12622937560081482,0.04414653033018112,-0.044119127094745636,-0.06962531059980392,-0.1549672782421112,-0.12436538934707642,-0.1760193407535553,-0.13345929980278015,-0.17704541981220245,-0.1877269446849823,-0.22024202346801758,Sit-To-Stand
