frame,visibility_0,visibility_1,visibility_2,visibility_3,visibility_4,visibility_5,visibility_6,visibility_7,visibility_8,visibility_9,visibility_10,visibility_11,visibility_12,visibility_13,visibility_14,visibility_15,visibility_16,visibility_17,visibility_18,visibility_19,visibility_20,visibility_21,visibility_22,visibility_23,visibility_24,visibility_25,visibility_26,visibility_27,visibility_28,visibility_29,visibility_30,visibility_31,visibility_32,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,tug_subtask
0,0.996516227722168,0.9971437454223633,0.9969133734703064,0.9975903034210205,0.9962319135665894,0.9961171746253967,0.9961392879486084,0.9965507388114929,0.996695876121521,0.9973543286323547,0.9979413747787476,0.9994605779647827,0.9994216561317444,0.4681011736392975,0.9506242275238037,0.5180248022079468,0.8616631031036377,0.5174857378005981,0.8222135305404663,0.5246690511703491,0.8244915008544922,0.50942063331604,0.7821884155273438,0.9990360736846924,0.9971691370010376,0.8087363243103027,0.9579782485961914,0.7942319512367249,0.8452141284942627,0.8177974224090576,0.8529031276702881,0.8147214651107788,0.8896681070327759,0.16094453632831573,0.16012915968894958,0.15957966446876526,0.15888836979866028,0.1595350056886673,0.15854068100452423,0.15739281475543976,0.14544081687927246,0.14263157546520233,0.15653732419013977,0.154841810464859,0.14140450954437256,0.10870479047298431,0.1470966935157776,0.10309699922800064,0.16417667269706726,0.1510787457227707,0.17626222968101501,0.15770670771598816,0.1704937219619751,0.1673651486635208,0.16874107718467712,0.16631653904914856,0.1610385775566101,0.14456675946712494,0.2434743195772171,0.21017710864543915,0.2220451533794403,0.21233013272285461,0.20990769565105438,0.20120854675769806,0.2453075349330902,0.24068979918956757,0.5373513698577881,0.5262874960899353,0.526051938533783,0.5257998108863831,0.5262361764907837,0.5259867906570435,0.525694727897644,0.5274742245674133,0.5269581079483032,0.5485566854476929,0.5485139489173889,0.587364912033081,0.5950352549552917,0.6749861240386963,0.6914215683937073,0.7349923253059387,0.7660515904426575,0.7582894563674927,0.7874506711959839,0.7601533532142639,0.7795303463935852,0.7458112835884094,0.7717726230621338,0.706739604473114,0.7196664214134216,0.7489420771598816,0.716543436050415,0.8299347758293152,0.8239961266517639,0.8449729084968567,0.8440292477607727,0.858888566493988,0.8499026894569397,-0.06014484912157059,-0.05076473206281662,-0.050792396068573,-0.0507904589176178,-0.0700816661119461,-0.07008059322834015,-0.07009204477071762,-0.0037954251747578382,-0.093276247382164,-0.04370832070708275,-0.0686168298125267,0.04355122148990631,-0.1342507153749466,0.044590044766664505,-0.1547255665063858,0.04012833163142204,-0.12100950628519058,0.032956741750240326,-0.13706135749816895,0.026406940072774887,-0.13665583729743958,0.035165704786777496,-0.12015893310308456,0.052984245121479034,-0.05309171602129936,0.06800080835819244,-0.08137659728527069,0.10341958701610565,0.0021641883067786694,0.10607577860355377,0.012352979741990566,0.10706249624490738,0.03315230831503868,Sit-To-Stand
1,0.9968592524528503,0.9974229335784912,0.9972130656242371,0.997826337814331,0.9966042637825012,0.9964994192123413,0.9965214729309082,0.9968908429145813,0.9970222115516663,0.9976141452789307,0.9981458187103271,0.999442994594574,0.9994773268699646,0.4308054745197296,0.9553892016410828,0.4745793342590332,0.8743760585784912,0.47427093982696533,0.8371637463569641,0.48093846440315247,0.8393061757087708,0.4679511487483978,0.8000215888023376,0.9989528059959412,0.9972463250160217,0.7705410718917847,0.958186149597168,0.7597519755363464,0.8541703820228577,0.7898858785629272,0.8601204752922058,0.7883331179618835,0.8931353688240051,0.16500815749168396,0.16366757452487946,0.16297703981399536,0.16209138929843903,0.16227629780769348,0.16075661778450012,0.15892009437084198,0.14781105518341064,0.14419423043727875,0.1593521535396576,0.1570880264043808,0.1412912756204605,0.10664842277765274,0.14774581789970398,0.10139427334070206,0.16668687760829926,0.14519363641738892,0.1824486404657364,0.15300971269607544,0.17809222638607025,0.1631445586681366,0.17337965965270996,0.16243129968643188,0.160805806517601,0.1415230929851532,0.25111204385757446,0.22677214443683624,0.23417720198631287,0.22186025977134705,0.22225043177604675,0.20846538245677948,0.266047865152359,0.2592352032661438,0.5391436815261841,0.5280109643936157,0.5280978083610535,0.5281738042831421,0.5281442999839783,0.5282362103462219,0.5283323526382446,0.5314218401908875,0.5309354662895203,0.5523291826248169,0.5519614815711975,0.5963231921195984,0.6011019945144653,0.6879545450210571,0.6962407231330872,0.7458489537239075,0.7723989486694336,0.7696340084075928,0.7950916290283203,0.7669489979743958,0.7889789342880249,0.7609339356422424,0.7811838984489441,0.7361266016960144,0.7509640455245972,0.7514719367027283,0.7708242535591125,0.871486485004425,0.8941802978515625,0.8838086724281311,0.913769006729126,0.9054592251777649,0.9109113216400146,-0.05883558467030525,-0.05041363835334778,-0.050410181283950806,-0.05039678141474724,-0.0767151340842247,-0.07672454416751862,-0.07676754146814346,-0.003927245736122131,-0.1302064061164856,-0.039717692881822586,-0.07238639891147614,0.05770183354616165,-0.19015881419181824,0.11355602741241455,-0.20663173496723175,0.08417767286300659,-0.16220706701278687,0.0780256986618042,-0.18016813695430756,0.06285429000854492,-0.17727217078208923,0.07536929845809937,-0.1573968529701233,0.0792805552482605,-0.07930584251880646,0.050411373376846313,-0.1043008416891098,0.0817909985780716,-0.04194163158535957,0.08317561447620392,-0.03365570306777954,0.05665706843137741,-0.04907461255788803,Sit-To-Stand
2,0.997160017490387,0.9976609945297241,0.9974671602249146,0.9980278611183167,0.9969281554222107,0.9968311190605164,0.9968558549880981,0.9971821904182434,0.9973025321960449,0.9978302717208862,0.9983246922492981,0.9994135499000549,0.9995253682136536,0.3954543471336365,0.9596108198165894,0.43498122692108154,0.885686457157135,0.4347730875015259,0.8505193591117859,0.4408106803894043,0.8525009155273438,0.4295775592327118,0.815755307674408,0.9989877939224243,0.9974060654640198,0.7718667387962341,0.9610883593559265,0.7632890939712524,0.8655978441238403,0.7910298705101013,0.867167055606842,0.79270339012146,0.89960777759552,0.16524186730384827,0.16456656157970428,0.16398383677005768,0.16316983103752136,0.16305707395076752,0.1614207625389099,0.15959712862968445,0.14955437183380127,0.14392384886741638,0.15958616137504578,0.15705403685569763,0.14120826125144958,0.10576528310775757,0.14649397134780884,0.0989745631814003,0.1719035655260086,0.14701206982135773,0.18724144995212555,0.15458832681179047,0.18293270468711853,0.16540873050689697,0.17809809744358063,0.16412250697612762,0.1598040908575058,0.1371040642261505,0.25071945786476135,0.23042890429496765,0.23437032103538513,0.22123444080352783,0.22187595069408417,0.20669600367546082,0.2727357745170593,0.263008177280426,0.5417283773422241,0.531088650226593,0.5307865738868713,0.5304070115089417,0.5309866070747375,0.5305494666099548,0.5299789309501648,0.5314014554023743,0.5316094756126404,0.5535234808921814,0.5530320405960083,0.5991551876068115,0.5993108153343201,0.6862894296646118,0.6970850229263306,0.7470558881759644,0.7721588611602783,0.77126544713974,0.7966480851173401,0.7637399435043335,0.788071870803833,0.7585697770118713,0.7802643179893494,0.7423193454742432,0.7578667998313904,0.7545163035392761,0.7684886455535889,0.8811244368553162,0.900763750076294,0.9007068872451782,0.922413170337677,0.91147780418396,0.9299823045730591,-0.06565256416797638,-0.05631554126739502,-0.056332480162382126,-0.056331731379032135,-0.08119121938943863,-0.08118496835231781,-0.08121013641357422,-0.0064055658876895905,-0.14024469256401062,-0.04390057176351547,-0.07859668135643005,0.06825432926416397,-0.19666166603565216,0.118250772356987,-0.2239593267440796,0.0788978859782219,-0.1993345022201538,0.07276976853609085,-0.22190873324871063,0.053803183138370514,-0.2178901880979538,0.06828336417675018,-0.19582714140415192,0.08106651157140732,-0.08100442588329315,0.020190194249153137,-0.12435084581375122,0.047149740159511566,-0.06631901860237122,0.0473482683300972,-0.058769792318344116,0.011645080521702766,-0.08097419142723083,Sit-To-Stand
3,0.997432291507721,0.9978744387626648,0.9976949095726013,0.9982076287269592,0.9972195625305176,0.997130811214447,0.997157633304596,0.9974431991577148,0.9975563287734985,0.9980234503746033,0.9984856247901917,0.99937903881073,0.9995684623718262,0.3605956435203552,0.963318407535553,0.39604154229164124,0.8953768014907837,0.3962043225765228,0.8616570830345154,0.4015617072582245,0.8634737133979797,0.3918535113334656,0.8290231823921204,0.9990119934082031,0.9975285530090332,0.7584711909294128,0.9637441635131836,0.7534630298614502,0.8751888871192932,0.7818187475204468,0.8727361559867859,0.7870468497276306,0.9049758911132812,0.1654510796070099,0.1648542582988739,0.16429218649864197,0.16352197527885437,0.16311219334602356,0.1612761914730072,0.15921667218208313,0.1502850502729416,0.14350605010986328,0.15943728387355804,0.15670625865459442,0.14271467924118042,0.10552768409252167,0.1457466185092926,0.10024604946374893,0.17175371944904327,0.14647498726844788,0.18882706761360168,0.1534518152475357,0.18384549021720886,0.1644153892993927,0.180048406124115,0.16401593387126923,0.15991832315921783,0.1361711472272873,0.250863641500473,0.23112165927886963,0.23320893943309784,0.22029685974121094,0.22038188576698303,0.20715060830116272,0.2736320197582245,0.26618820428848267,0.5431205630302429,0.5311879515647888,0.5311046242713928,0.5309813022613525,0.5305410623550415,0.5301108360290527,0.5295771360397339,0.5323235392570496,0.5310896635055542,0.55509352684021,0.5547628998756409,0.5982366800308228,0.5976837873458862,0.6837428212165833,0.6949456930160522,0.7433039546012878,0.7717095613479614,0.7649078369140625,0.7951463460922241,0.7608180642127991,0.7872806787490845,0.755416989326477,0.7800306677818298,0.7420364022254944,0.7601654529571533,0.7533653378486633,0.7661827206611633,0.8794369101524353,0.8974800705909729,0.9012022018432617,0.9242458939552307,0.9110867977142334,0.9236602187156677,-0.0402582548558712,-0.03163127228617668,-0.031669408082962036,-0.0316624790430069,-0.05955014377832413,-0.05955382063984871,-0.0596037320792675,0.012645997107028961,-0.11453541368246078,-0.020991619676351547,-0.058281850069761276,0.08934997022151947,-0.17117245495319366,0.1309269666671753,-0.20368404686450958,0.0900542214512825,-0.19300763309001923,0.0843585878610611,-0.21470503509044647,0.06620548665523529,-0.21267417073249817,0.0796021968126297,-0.190965935587883,0.07684290409088135,-0.07673940062522888,0.03760857507586479,-0.10551480203866959,0.06036417931318283,-0.0429544523358345,0.059844862669706345,-0.034172408282756805,0.032390546053647995,-0.04195304960012436,Sit-To-Stand
4,0.9976730942726135,0.9980595707893372,0.9978913068771362,0.9983631372451782,0.9974770545959473,0.9973960518836975,0.9974257946014404,0.9976671934127808,0.9977795481681824,0.9981855750083923,0.998627245426178,0.9992963075637817,0.9996069073677063,0.3279191553592682,0.9666308760643005,0.359753280878067,0.9037736654281616,0.36026129126548767,0.8712003231048584,0.3650008738040924,0.8728822469711304,0.3566555082798004,0.8405362367630005,0.9990211725234985,0.997626543045044,0.7487668395042419,0.9664286971092224,0.7494176626205444,0.8840745091438293,0.7780108451843262,0.8783921599388123,0.7849077582359314,0.9100698828697205,0.16618753969669342,0.16564321517944336,0.16504524648189545,0.16422107815742493,0.163786843419075,0.16187910735607147,0.1597382128238678,0.15081964433193207,0.14394471049308777,0.15992465615272522,0.15711632370948792,0.14367489516735077,0.10510849952697754,0.14600689709186554,0.0998457595705986,0.17319712042808533,0.1472228467464447,0.18893864750862122,0.1541139930486679,0.1864299774169922,0.16437336802482605,0.18141385912895203,0.16408738493919373,0.15958592295646667,0.13516956567764282,0.25149592757225037,0.23243245482444763,0.23462796211242676,0.22107934951782227,0.22086754441261292,0.2091592252254486,0.2743804156780243,0.26648375391960144,0.5438464879989624,0.5314228534698486,0.5313447117805481,0.5312142968177795,0.530892014503479,0.5305048823356628,0.529983401298523,0.5323593616485596,0.53119957447052,0.5558360815048218,0.5552797317504883,0.5982935428619385,0.5970907807350159,0.6845054626464844,0.6950118541717529,0.7441385984420776,0.7722046971321106,0.765247642993927,0.7952848672866821,0.7597711086273193,0.7877383828163147,0.7548137307167053,0.7801973819732666,0.7445136308670044,0.7621414661407471,0.7541405558586121,0.7664470076560974,0.8824183344841003,0.8983989357948303,0.9035337567329407,0.9226278066635132,0.9136520624160767,0.926395058631897,-0.024424081668257713,-0.015888871625065804,-0.01593315228819847,-0.015927057713270187,-0.04345489293336868,-0.04345705360174179,-0.043515291064977646,0.029630407691001892,-0.11251351982355118,-0.005053962115198374,-0.041625868529081345,0.10481709241867065,-0.1567281186580658,0.14278939366340637,-0.1916106641292572,0.09937892109155655,-0.18134240806102753,0.09318657964468002,-0.20350822806358337,0.07526831328868866,-0.1999029815196991,0.08885063230991364,-0.1785905957221985,0.07478050142526627,-0.07466820627450943,0.030344730243086815,-0.10630730539560318,0.051147472113370895,-0.05252506211400032,0.050372857600450516,-0.04430475831031799,0.02001301199197769,-0.05196963995695114,Sit-To-Stand
5,0.9978880286216736,0.9982225894927979,0.9980646371841431,0.99849933385849,0.9977062344551086,0.9976329207420349,0.9976649284362793,0.997860848903656,0.9979777336120605,0.9983241558074951,0.9987531900405884,0.9992488026618958,0.9996423125267029,0.29961130023002625,0.969649076461792,0.3284595012664795,0.9116631746292114,0.3293085992336273,0.8804427981376648,0.33347287774086,0.8819414377212524,0.32632216811180115,0.851438045501709,0.9990431666374207,0.9977301359176636,0.7467597126960754,0.9689624905586243,0.7508068084716797,0.8917649984359741,0.779649555683136,0.8832768797874451,0.7871483564376831,0.9144883155822754,0.16641570627689362,0.1657487004995346,0.16518764197826385,0.16440263390541077,0.1636473536491394,0.16169175505638123,0.1594628542661667,0.15088234841823578,0.14347702264785767,0.16018663346767426,0.15716373920440674,0.14458078145980835,0.10512598603963852,0.14851126074790955,0.09776392579078674,0.17433825135231018,0.14662739634513855,0.1874305158853531,0.15480747818946838,0.18785034120082855,0.164268359541893,0.18347729742527008,0.16363057494163513,0.1597369760274887,0.13383328914642334,0.2515407204627991,0.23185794055461884,0.2354549616575241,0.22183039784431458,0.22262683510780334,0.21060243248939514,0.2750069797039032,0.26671546697616577,0.5436020493507385,0.531505823135376,0.5315446257591248,0.5315199494361877,0.5307475328445435,0.5302246809005737,0.5295924544334412,0.5327666997909546,0.5312764048576355,0.5557661652565002,0.5549784302711487,0.5993470549583435,0.5967214703559875,0.6849740743637085,0.6934196949005127,0.7417725324630737,0.7714999318122864,0.7598822712898254,0.7939337491989136,0.7573901414871216,0.7863351702690125,0.7521057724952698,0.7782333493232727,0.7444636225700378,0.7621195316314697,0.7553950548171997,0.7677002549171448,0.8816561102867126,0.8979843854904175,0.9037534594535828,0.92117840051651,0.912420392036438,0.9257813692092896,-0.029938703402876854,-0.020708518102765083,-0.020749229937791824,-0.020740685984492302,-0.048448361456394196,-0.04845023900270462,-0.04851175472140312,0.02861030027270317,-0.1045183539390564,-0.0092779491096735,-0.045918624848127365,0.1069069653749466,-0.16039049625396729,0.14433851838111877,-0.1964327096939087,0.09381897747516632,-0.1854027807712555,0.08715395629405975,-0.2083316147327423,0.06787649542093277,-0.2041120082139969,0.08262070268392563,-0.18223246932029724,0.07637447118759155,-0.07626257091760635,0.023217733949422836,-0.1074313372373581,0.039399050176143646,-0.050912171602249146,0.0381605327129364,-0.04273543506860733,0.0056177242659032345,-0.05188139155507088,Sit-To-Stand
6,0.9980849027633667,0.9983745813369751,0.9982269406318665,0.9986265301704407,0.9979164004325867,0.9978501796722412,0.9978833198547363,0.9980431199073792,0.9981607794761658,0.9984545111656189,0.9988682270050049,0.9992251992225647,0.9996740818023682,0.27436795830726624,0.9723756313323975,0.30112719535827637,0.9186986684799194,0.3022938370704651,0.8885319828987122,0.305921733379364,0.8898929953575134,0.29989108443260193,0.8612208962440491,0.9990571737289429,0.997809648513794,0.7349429130554199,0.9710201025009155,0.7431701421737671,0.898081362247467,0.7742044925689697,0.8867402076721191,0.7821458578109741,0.9178339242935181,0.1667000651359558,0.16597840189933777,0.16540594398975372,0.16461166739463806,0.1638079583644867,0.16183337569236755,0.15951034426689148,0.15119221806526184,0.14327633380889893,0.16053535044193268,0.15738970041275024,0.1451110541820526,0.10517056286334991,0.14970844984054565,0.09676556289196014,0.17578880488872528,0.14661751687526703,0.1889796406030655,0.15480740368366241,0.18947041034698486,0.1642238050699234,0.1845727264881134,0.16348543763160706,0.1597783863544464,0.1329880654811859,0.25159579515457153,0.23220321536064148,0.23421137034893036,0.22240665555000305,0.22108609974384308,0.20903870463371277,0.2749558985233307,0.266670286655426,0.5437291264533997,0.5314754247665405,0.5315145254135132,0.5314856171607971,0.5307078957557678,0.5301687121391296,0.5295089483261108,0.5328184366226196,0.531430184841156,0.5559526085853577,0.5549953579902649,0.5994373559951782,0.5960609316825867,0.6848269104957581,0.6932309865951538,0.742368757724762,0.7717073559761047,0.7599801421165466,0.7943145632743835,0.7581577897071838,0.7869638800621033,0.7533525228500366,0.7788656949996948,0.7450563311576843,0.7619913220405579,0.7560611963272095,0.7671253681182861,0.8820934891700745,0.8938522338867188,0.9027515053749084,0.9189245700836182,0.9137719869613647,0.926333487033844,-0.025557342916727066,-0.01630336418747902,-0.016347866505384445,-0.0163440965116024,-0.0432436428964138,-0.043243687599897385,-0.04330187663435936,0.03277581185102463,-0.09597200900316238,-0.005160657223314047,-0.04086475819349289,0.10787370055913925,-0.1525775045156479,0.14499369263648987,-0.19150368869304657,0.09624219685792923,-0.1776076853275299,0.08960367739200592,-0.19910313189029694,0.07098636776208878,-0.19540110230445862,0.08546985685825348,-0.17453227937221527,0.0746876671910286,-0.07457366585731506,0.026396099478006363,-0.10538200289011002,0.03970080241560936,-0.0496484749019146,0.038211800158023834,-0.04098992422223091,0.008381545543670654,-0.045447636395692825,Sit-To-Stand
7,0.9982662200927734,0.9985191822052002,0.9983823895454407,0.9987483024597168,0.9981113076210022,0.9980514645576477,0.9980843663215637,0.9982168078422546,0.9983311295509338,0.9985815286636353,0.9989742636680603,0.9992191195487976,0.9997025728225708,0.2519676387310028,0.9748034477233887,0.2774004340171814,0.9246658086776733,0.278873473405838,0.895150363445282,0.2819797694683075,0.8963998556137085,0.2770082354545593,0.8695179224014282,0.9990746974945068,0.9978843927383423,0.7187648415565491,0.972841739654541,0.7321676015853882,0.9039214849472046,0.7666099667549133,0.8904056549072266,0.7742012143135071,0.920952320098877,0.16665197908878326,0.16591867804527283,0.1653924137353897,0.1646486222743988,0.1636587679386139,0.1616353988647461,0.15917885303497314,0.15132436156272888,0.14291821420192719,0.16071973741054535,0.15741774439811707,0.1455107033252716,0.10527752339839935,0.1507548689842224,0.09719802439212799,0.1776019185781479,0.1468776911497116,0.19036462903022766,0.15553472936153412,0.19056740403175354,0.16459056735038757,0.1857219636440277,0.1636655032634735,0.1596388816833496,0.1321009248495102,0.2513476014137268,0.2325930893421173,0.233538419008255,0.2219291478395462,0.22095493972301483,0.20842595398426056,0.274862676858902,0.26680701971054077,0.5436229705810547,0.5313378572463989,0.5313881039619446,0.5313807725906372,0.5305530428886414,0.52998286485672,0.529309093952179,0.5329793691635132,0.5315168499946594,0.5559923052787781,0.5549457669258118,0.6004677414894104,0.5957597494125366,0.6860296130180359,0.6930745840072632,0.7432976365089417,0.7709363698959351,0.7634974122047424,0.7935515642166138,0.759389340877533,0.7862581610679626,0.7545751929283142,0.7783040404319763,0.7456521987915039,0.7625071406364441,0.7563310861587524,0.7658030390739441,0.8827245235443115,0.8941202759742737,0.9038538336753845,0.9190816879272461,0.9139677286148071,0.9261952638626099,-0.01254021842032671,-0.0029040088411420584,-0.002957336837425828,-0.0029622309375554323,-0.02841046079993248,-0.028406556695699692,-0.028458725661039352,0.0460938960313797,-0.07187731564044952,0.007489901967346668,-0.026356687769293785,0.11512517929077148,-0.13475503027439117,0.14955733716487885,-0.16708633303642273,0.10132724046707153,-0.15628765523433685,0.09424883127212524,-0.17585359513759613,0.07657893002033234,-0.17352044582366943,0.09100884944200516,-0.15385302901268005,0.07335648685693741,-0.07325124740600586,0.026709595695137978,-0.10083846747875214,0.0356924943625927,-0.05132952332496643,0.033826205879449844,-0.043037090450525284,0.005148764234036207,-0.04574500396847725,Sit-To-Stand
8,0.9984264969825745,0.9986441135406494,0.9985154271125793,0.9988530278205872,0.9982830286026001,0.998228907585144,0.9982624650001526,0.9983636140823364,0.9984797835350037,0.9986881613731384,0.9990679025650024,0.999191403388977,0.9997278451919556,0.23157146573066711,0.9769877195358276,0.2561347186565399,0.930065393447876,0.2578542232513428,0.9011926054954529,0.2604891061782837,0.9023394584655762,0.25647902488708496,0.8770237565040588,0.9990835785865784,0.9979391694068909,0.7071962952613831,0.974494218826294,0.7254862189292908,0.9095898866653442,0.7609626650810242,0.8941119313240051,0.7690460085868835,0.9238853454589844,0.16668792068958282,0.16608472168445587,0.1656261533498764,0.16495060920715332,0.16368982195854187,0.16157683730125427,0.159014493227005,0.15170913934707642,0.1427312046289444,0.16090509295463562,0.15745295584201813,0.14569658041000366,0.10536853224039078,0.15061341226100922,0.09776121377944946,0.17810501158237457,0.14673112332820892,0.19059422612190247,0.15545180439949036,0.1911734789609909,0.16454005241394043,0.18613483011722565,0.1636214405298233,0.15936847031116486,0.13219310343265533,0.25116318464279175,0.23240125179290771,0.23540368676185608,0.2215537279844284,0.2252822369337082,0.2073608934879303,0.27492910623550415,0.26545363664627075,0.5437712073326111,0.5313341617584229,0.5314214825630188,0.5314547419548035,0.5304927229881287,0.5298758745193481,0.5291710495948792,0.5331941843032837,0.531398355960846,0.5561293363571167,0.5549692511558533,0.6004324555397034,0.5953250527381897,0.6862287521362305,0.6937330365180969,0.7434925436973572,0.7713220119476318,0.7631232142448425,0.7937870025634766,0.7597108483314514,0.7866801023483276,0.7546108961105347,0.778879702091217,0.7462225556373596,0.7624240517616272,0.7566004395484924,0.7667126059532166,0.8828974962234497,0.8943625688552856,0.9050934314727783,0.9187142848968506,0.9121716618537903,0.928271472454071,-0.015803899616003036,-0.005972383543848991,-0.006027273368090391,-0.006035459227859974,-0.03153211250901222,-0.03153018653392792,-0.03158475086092949,0.04468819499015808,-0.07236608117818832,0.004910084418952465,-0.029012460261583328,0.11541584879159927,-0.13392534852027893,0.14865440130233765,-0.16778303682804108,0.09786321222782135,-0.1609933227300644,0.09026496112346649,-0.18141692876815796,0.07245330512523651,-0.179159477353096,0.08738984167575836,-0.15868563950061798,0.07246211916208267,-0.07235661894083023,0.024343619123101234,-0.10215876996517181,0.03385097533464432,-0.058087289333343506,0.03211464732885361,-0.050430841743946075,0.0010239684488624334,-0.05775640159845352,Sit-To-Stand
9,0.9985743165016174,0.9987618327140808,0.9986419677734375,0.998952329158783,0.9984413981437683,0.9983919858932495,0.9984255433082581,0.9985058307647705,0.9986171126365662,0.9987945556640625,0.9991546273231506,0.9991873502731323,0.9997506141662598,0.21512266993522644,0.9789139628410339,0.2390572875738144,0.9348471760749817,0.2407909631729126,0.9064452648162842,0.24293825030326843,0.9074755907058716,0.23980388045310974,0.8834919929504395,0.9990896582603455,0.9979856610298157,0.6922357082366943,0.9759207963943481,0.7124723792076111,0.9150842428207397,0.7492968440055847,0.8976706266403198,0.758882462978363,0.9270642995834351,0.16681720316410065,0.16625425219535828,0.1657920479774475,0.16511711478233337,0.16384892165660858,0.16169771552085876,0.15912958979606628,0.15189571678638458,0.14288541674613953,0.16106325387954712,0.15762744843959808,0.145564466714859,0.10541917383670807,0.15062782168388367,0.09836994856595993,0.17887350916862488,0.14653094112873077,0.19219481945037842,0.1553923636674881,0.19249168038368225,0.16449233889579773,0.1867954581975937,0.16353760659694672,0.1586296260356903,0.13182583451271057,0.2510731816291809,0.23236580193042755,0.23598334193229675,0.22222110629081726,0.225852370262146,0.2082093507051468,0.2750090956687927,0.26561668515205383,0.5436205267906189,0.5311598777770996,0.5312434434890747,0.5312773585319519,0.5303654074668884,0.5297363996505737,0.5290294885635376,0.532944917678833,0.5310885310173035,0.5559605956077576,0.5546987652778625,0.6013197302818298,0.5949427485466003,0.6874872446060181,0.6939211487770081,0.7453671097755432,0.7717458605766296,0.7629478573799133,0.7939360737800598,0.7610175609588623,0.7871445417404175,0.7565190196037292,0.7795132994651794,0.7464075088500977,0.7632608413696289,0.755702018737793,0.7675285339355469,0.8809766173362732,0.8956806659698486,0.8998146653175354,0.9195641279220581,0.9124557971954346,0.9286738038063049,-0.01731659099459648,-0.007239328231662512,-0.007294411305338144,-0.007303336169570684,-0.033169396221637726,-0.03316786140203476,-0.033221419900655746,0.04382961988449097,-0.07433564215898514,0.0034998408518731594,-0.030871406197547913,0.11514033377170563,-0.13488490879535675,0.15045848488807678,-0.17003104090690613,0.10416887700557709,-0.16350379586219788,0.09778469800949097,-0.1845301240682602,0.07960467785596848,-0.1824868619441986,0.09373746812343597,-0.16141489148139954,0.07305595278739929,-0.07293899357318878,0.043051693588495255,-0.09981907159090042,0.05987771600484848,-0.038036614656448364,0.05869189649820328,-0.028470303863286972,0.032373763620853424,-0.031834281980991364,Sit-To-Stand
